question_id,exercise_id,question_text,option_a,option_b,option_c,option_d,correct_answer,marks,display_order,image_data,image_mime_type,image_path,image_url
3743,378,"For a stationary listener and a source moving away, the Doppler formula is:",fL = V/(V - Vs) × fs,fL = V/(V + Vs) × fs,fL = (V + Vs)/V × fs,fL = (V - Vs)/V × fs,B,1,6,,,,/uploads/questions/doppler_effect_exercise_2_question_6.jpg
3744,378,"For a stationary source and a listener moving towards it, the Doppler formula is:",fL = V/(V + VL) × fs,fL = V/(V - VL) × fs,fL = (V + VL)/V × fs,fL = (V - VL)/V × fs,C,1,7,,,,/uploads/questions/doppler_effect_exercise_2_question_7.jpg
3746,378,What does a red shift in the spectrum of a star indicate?,The star is moving towards Earth,The star is moving away from Earth,The star is stationary,The star is changing temperature,B,1,9,,,,/uploads/questions/doppler_effect_exercise_2_question_9.jpg
3747,378,What is the sign convention for VL when the listener moves away from the source?,VL is positive (+),VL is negative (-),VL is zero,VL is equal to V,B,1,10,,,,/uploads/questions/doppler_effect_exercise_2_question_10.jpg
3748,379,A listener moves towards a stationary sound source. What happens to the frequency heard by the listener?,The frequency increases,The frequency decreases,The frequency remains the same,The frequency becomes zero,A,1,1,,,,/uploads/questions/doppler_effect_exercise_3_question_1.jpg
3749,379,"A source moves towards a stationary listener with speed Vs = 30 m·s⁻¹. The speed of sound is V = 340 m·s⁻¹. If the source frequency is fs = 500 Hz, what is the frequency heard by the listener?",500 Hz,548 Hz,459 Hz,600 Hz,B,1,2,,,,/uploads/questions/doppler_effect_exercise_3_question_2.jpg
3750,379,"A source moves away from a stationary listener with speed Vs = 30 m·s⁻¹. The speed of sound is V = 340 m·s⁻¹. If the source frequency is fs = 500 Hz, what is the frequency heard by the listener?",500 Hz,548 Hz,459 Hz,600 Hz,C,1,3,,,,/uploads/questions/doppler_effect_exercise_3_question_3.jpg
3751,379,What is the frequency of red light with a wavelength of 700 nm? (c = 3 × 10⁸ m·s⁻¹),4.29 × 10¹⁴ Hz,4.29 × 10⁷ Hz,4.29 × 10¹⁵ Hz,4.29 × 10⁹ Hz,A,1,4,,,,/uploads/questions/doppler_effect_exercise_3_question_4.jpg
3752,379,A police car with its siren sounding at 1000 Hz approaches a stationary observer at 20 m·s⁻¹. What frequency does the observer hear? (Speed of sound = 340 m·s⁻¹),1000 Hz,1062.5 Hz,943 Hz,1020 Hz,B,1,5,,,,/uploads/questions/doppler_effect_exercise_3_question_5.jpg
3753,379,"A source and listener are both moving in the same direction. The source is moving towards the listener (Vs positive), and the listener is moving away (VL positive). What is the formula for the Doppler shift?",fL = (V + VL)/(V - Vs) × fs,fL = (V - VL)/(V - Vs) × fs,fL = (V + VL)/(V + Vs) × fs,fL = (V - VL)/(V + Vs) × fs,B,1,6,,,,/uploads/questions/doppler_effect_exercise_3_question_6.jpg
3754,379,"For light, the Doppler shift formula is Δλ/λ = v/c. If a star is moving away from Earth, how is the wavelength affected?",λ increases (red shift),λ decreases (blue shift),λ remains the same,λ becomes zero,A,1,7,,,,/uploads/questions/doppler_effect_exercise_3_question_7.jpg
3755,379,"In a Doppler flow meter, what does the frequency shift of reflected ultrasound waves indicate?",The colour of the blood,The direction and speed of blood flow,The temperature of the blood,The density of the blood,B,1,8,,,,/uploads/questions/doppler_effect_exercise_3_question_8.jpg
3756,379,"When a source moves towards a stationary listener, the frequency heard by the listener is:",Less than the source frequency,Greater than the source frequency,Equal to the source frequency,Zero,B,1,9,,,,/uploads/questions/doppler_effect_exercise_3_question_9.jpg
3757,379,What evidence supports the expansion of the universe?,The blue shift observed in nearly all galaxies,The red shift observed in nearly all galaxies,The lack of shift in galaxy spectra,The presence of absorption lines,B,1,10,,,,/uploads/questions/doppler_effect_exercise_3_question_10.jpg
3758,380,A train approaches a stationary observer with its horn sounding at 400 Hz. The train speed is 30 m·s⁻¹. The speed of sound is 340 m·s⁻¹. What frequency does the observer hear?,400 Hz,438.7 Hz,371.4 Hz,430 Hz,B,1,1,,,,/uploads/questions/doppler_effect_exercise_4_question_1.jpg
3759,380,A train moves away from a stationary observer with its horn sounding at 400 Hz. The train speed is 30 m·s⁻¹. The speed of sound is 340 m·s⁻¹. What frequency does the observer hear?,400 Hz,438.7 Hz,371.4 Hz,430 Hz,C,1,2,,,,/uploads/questions/doppler_effect_exercise_4_question_2.jpg
3760,380,A listener moves towards a stationary source at 20 m·s⁻¹. The source frequency is 500 Hz. The speed of sound is 340 m·s⁻¹. What frequency does the listener hear?,500 Hz,529.4 Hz,470.6 Hz,520 Hz,B,1,3,,,,/uploads/questions/doppler_effect_exercise_4_question_3.jpg
3761,380,A listener moves away from a stationary source at 20 m·s⁻¹. The source frequency is 500 Hz. The speed of sound is 340 m·s⁻¹. What frequency does the listener hear?,500 Hz,529.4 Hz,470.6 Hz,520 Hz,C,1,4,,,,/uploads/questions/doppler_effect_exercise_4_question_4.jpg
3762,380,What is the wavelength of violet light if its frequency is 7.5 × 10¹⁴ Hz? (c = 3 × 10⁸ m·s⁻¹),400 nm,500 nm,600 nm,700 nm,A,1,5,,,,/uploads/questions/doppler_effect_exercise_4_question_5.jpg
3763,380,A source and listener move away from each other. What is the Doppler formula?,fL = (V + VL)/(V - Vs) × fs,fL = (V - VL)/(V - Vs) × fs,fL = (V + VL)/(V + Vs) × fs,fL = (V - VL)/(V + Vs) × fs,D,1,6,,,,/uploads/questions/doppler_effect_exercise_4_question_6.jpg
3764,380,What happens to the frequency of sound heard by a stationary listener when the source moves away?,Frequency increases,Frequency decreases,Frequency remains the same,Frequency becomes zero,B,1,7,,,,/uploads/questions/doppler_effect_exercise_4_question_7.jpg
3765,380,What do doctors use Doppler flow meters to measure in patients?,Blood pressure,Blood flow velocity,Heart rate,Oxygen levels,B,1,8,,,,/uploads/questions/doppler_effect_exercise_4_question_8.jpg
3766,380,What does the observation of red shift in the spectra of distant galaxies indicate?,The universe is contracting,The universe is expanding,The universe is stationary,The universe is rotating,B,1,9,,,,/uploads/questions/doppler_effect_exercise_4_question_9.jpg
3767,380,"If a star is moving towards Earth, what is the relationship between the observed wavelength (λo) and the emitted wavelength (λs)?",λo > λs,λo < λs,λo = λs,λo = 0,B,1,10,,,,/uploads/questions/doppler_effect_exercise_4_question_10.jpg
3768,381,A source moves towards a stationary listener. The formula for the frequency heard by the listener is:,fL = V/(V - Vs) × fs,fL = V/(V + Vs) × fs,fL = (V + Vs)/V × fs,fL = (V - Vs)/V × fs,A,1,1,,,,/uploads/questions/doppler_effect_exercise_5_question_1.jpg
3769,381,A source emits a frequency of 600 Hz. The source moves away from a stationary listener at 20 m·s⁻¹. The speed of sound is 340 m·s⁻¹. What frequency does the listener hear?,600 Hz,637.5 Hz,566.7 Hz,620 Hz,C,1,2,,,,/uploads/questions/doppler_effect_exercise_5_question_2.jpg
3770,381,A listener moves towards a stationary source at 20 m·s⁻¹. The source frequency is 600 Hz. The speed of sound is 340 m·s⁻¹. What frequency does the listener hear?,600 Hz,635.3 Hz,565.7 Hz,620 Hz,B,1,3,,,,/uploads/questions/doppler_effect_exercise_5_question_3.jpg
3771,381,A listener moves away from a stationary source at 20 m·s⁻¹. The source frequency is 600 Hz. The speed of sound is 340 m·s⁻¹. What frequency does the listener hear?,600 Hz,635.3 Hz,564.7 Hz,620 Hz,C,1,4,,,,/uploads/questions/doppler_effect_exercise_5_question_4.jpg
3772,381,What is the frequency of yellow light with a wavelength of 580 nm? (c = 3 × 10⁸ m·s⁻¹),5.17 × 10¹⁴ Hz,5.17 × 10⁷ Hz,5.17 × 10¹⁵ Hz,5.17 × 10⁹ Hz,A,1,5,,,,/uploads/questions/doppler_effect_exercise_5_question_5.jpg
3773,381,What is the sign convention for Vs when the source moves towards the listener?,Vs is positive (+),Vs is negative (-),Vs is zero,Vs is equal to V,B,1,6,,,,/uploads/questions/doppler_effect_exercise_5_question_6.jpg
3774,381,"When a listener moves towards a stationary source, the frequency heard is:",Less than the source frequency,Greater than the source frequency,Equal to the source frequency,Zero,B,1,7,,,,/uploads/questions/doppler_effect_exercise_5_question_7.jpg
3775,381,"If a star is moving away from Earth with a speed of 0.1c, what is the fractional change in wavelength (Δλ/λ)?",0.001,0.01,0.1,1.0,C,1,8,,,,/uploads/questions/doppler_effect_exercise_5_question_8.jpg
3776,381,What technology uses the Doppler effect to measure the speed of vehicles?,Radar gun,Thermometer,Barometer,Speedometer,A,1,9,,,,/uploads/questions/doppler_effect_exercise_5_question_9.jpg
3777,381,What is the Doppler shift for light when a star is moving towards Earth?,Red shift (λ increases),Blue shift (λ decreases),No shift,The spectrum disappears,B,1,10,,,,/uploads/questions/doppler_effect_exercise_5_question_10.jpg
